,pred
1674,0.74691695
1675,0.6221522
1676,0.5038051
1677,0.5969215
1678,0.2991284
1679,0.4804846
1680,0.597393
1681,0.6315208
1682,0.4813394
1683,0.55816334
1684,0.37506616
1685,0.6272877
1686,0.47640264
1687,0.55991954
1688,0.5849531
1689,0.33922088
1690,0.56666523
1691,0.5575664
1692,0.46361017
1693,0.47276878
1694,0.45482832
1695,0.55816406
1696,0.655702
1697,0.5246561
1698,0.44666272
1699,0.49067143
1700,0.798181
1701,0.5488947
1702,0.47525144
1703,0.6983779
1704,0.49220267
1705,0.6208653
1706,0.55816334
1707,0.35616374
1708,0.5669931
1709,0.51011425
1710,0.38305748
1711,0.5468993
1712,0.5297701
1713,0.61212873
1714,0.68348753
1715,0.6582802
1716,0.48465303
1717,0.42433152
1718,0.5123867
1719,0.6204661
1720,0.4473427
1721,0.49749327
1722,0.26851323
1723,0.60949963
1724,0.43014246
1725,0.44635022
1726,0.45163402
1727,0.6720807
1728,0.75567025
1729,0.32321268
1730,0.44483757
1731,0.4928094
1732,0.34277922
1733,0.6500879
1734,0.51944953
1735,0.6392316
1736,0.47443452
1737,0.57105184
1738,0.5600474
1739,0.32213882
1740,0.4371199
1741,0.5470525
1742,0.55558217
1743,0.3242482
1744,0.58968073
1745,0.5152517
1746,0.43825585
1747,0.44853193
1748,0.4753444
1749,0.469826
1750,0.5214358
1751,0.42485896
1752,0.6526721
1753,0.3300052
1754,0.46416804
1755,0.4391134
1756,0.4541031
1757,0.34461877
1758,0.5402346
1759,0.664897
1760,0.41910568
1761,0.6297777
1762,0.5557385
1763,0.47099465
1764,0.5153473
1765,0.9097926
1766,0.6272877
1767,0.6889833
1768,0.42485896
1769,0.56788146
1770,0.516925
1771,0.5125948
1772,0.41494572
1773,0.52110136
1774,0.4487596
1775,0.37888303
1776,0.51684433
1777,0.35074952
1778,0.48195687
1779,0.47482598
1780,0.42433152
1781,0.44525415
1782,0.23614661
1783,0.8708263
1784,0.4530918
1785,0.41046348
1786,0.47620687
1787,0.67938626
1788,0.6392316
1789,0.40421954
1790,0.50746876
1791,0.38498905
1792,0.7041626
1793,0.66555893
1794,0.32623053
1795,0.53040427
1796,0.37709752
1797,0.608122
1798,0.46455547
1799,0.6556645
1800,0.5830956
1801,0.3228429
1802,0.6588698
1803,0.4831564
1804,0.39811894
1805,0.46581733
1806,0.49670923
1807,0.533644
1808,0.5102576
1809,0.47533363
1810,0.4979903
1811,0.7681075
1812,0.4213417
1813,0.47705764
1814,0.52405137
1815,0.47161222
1816,0.6449196
1817,0.28795362
1818,0.4618831
1819,0.51061594
1820,0.4750796
1821,0.64092714
1822,0.6128564
1823,0.44671842
1824,0.2523598
1825,0.52343875
1826,0.5037644
1827,0.53571904
1828,0.35890126
1829,0.36464694
1830,0.5041254
1831,0.5175556
1832,0.38615063
1833,0.57822645
1834,0.36199403
1835,0.44082654
1836,0.43581226
1837,0.61903405
1838,0.48109153
1839,0.5581479
1840,0.2612074
1841,0.40797353
1842,0.36841926
1843,0.5144413
1844,0.6386177
1845,0.61822367
1846,0.49126682
1847,0.62679744
1848,0.5673628
1849,0.47443452
1850,0.4728793
1851,0.30600676
1852,0.2684817
1853,0.58842796
1854,0.5218012
1855,0.6231455
1856,0.43883544
1857,0.5546928
1858,0.76779044
1859,0.42449737
1860,0.5924276
1861,0.50840324
1862,0.929216
1863,0.5255922
1864,0.52628267
1865,0.5771535
1866,0.55385023
1867,0.6615264
1868,0.37386551
1869,0.67081904
1870,0.47290924
1871,0.44093165
1872,0.27853006
1873,0.61239845
1874,0.6007654
1875,0.5000557
1876,0.5802878
1877,0.4221111
1878,0.56093276
1879,0.56813544
1880,0.5225919
1881,0.6042704
1882,0.19230121
1883,0.5858567
1884,0.60050124
1885,0.4612235
1886,0.46866947
1887,0.40889004
1888,0.5019016
1889,0.50491893
1890,0.69201565
1891,0.4858662
1892,0.6135823
1893,0.49874136
1894,0.4458111
1895,0.3353216
1896,0.527173
1897,0.5914022
1898,0.6858317
1899,0.55609167
1900,0.75953543
1901,0.57244
1902,0.6745034
1903,0.5219883
1904,0.5856116
1905,0.66555893
1906,0.58934927
1907,0.49073452
1908,0.6495005
1909,0.5340753
1910,0.59459805
1911,0.52021444
1912,0.5399853
1913,0.5947641
1914,0.43883544
1915,0.3631563
1916,0.5347035
1917,0.37189764
1918,0.6159834
1919,0.6759355
1920,0.47524875
1921,0.3222017
1922,0.31964445
1923,0.4377667
1924,0.26458472
1925,0.7273789
1926,0.44691387
1927,0.35064754
1928,0.44820327
1929,0.48704353
1930,0.47831795
1931,0.5130518
1932,0.42602468
1933,0.45921072
1934,0.54515713
1935,0.44816762
1936,0.5366104
1937,0.4652726
1938,0.51545787
1939,0.41643035
1940,0.6190495
1941,0.58390814
1942,0.62972033
1943,0.53222317
1944,0.3684789
1945,0.35333437
1946,0.63533443
1947,0.44987333
1948,0.46262282
1949,0.5542056
1950,0.6144176
1951,0.6421944
1952,0.5151261
1953,0.4770909
1954,0.4269209
1955,0.45011538
1956,0.5477872
1957,0.43906072
1958,0.35329932
1959,0.5407608
1960,0.5159293
1961,0.37395108
1962,0.5771535
1963,0.5373809
1964,0.45641473
1965,0.32459572
1966,0.5311564
1967,0.651717
1968,0.36310768
1969,0.6512419
1970,0.50319546
1971,0.7041626
1972,0.37863785
1973,0.5158866
1974,0.6518116
1975,0.4405168
1976,0.5927306
1977,0.69368327
1978,0.34906968
1979,0.51360804
1980,0.7215729
1981,0.6208531
1982,0.4210146
1983,0.4728793
1984,0.27632397
1985,0.39443022
1986,0.5076642
1987,0.49018762
1988,0.44048727
1989,0.5450492
1990,0.41312584
1991,0.769509
1992,0.59939516
1993,0.6918927
1994,0.64934945
1995,0.7105388
1996,0.5078167
1997,0.40941584
1998,0.63895035
1999,0.5811709
2000,0.39939097
2001,0.43883544
2002,0.7277208
2003,0.43272752
2004,0.47746146
2005,0.30415714
2006,0.5631435
2007,0.5144413
2008,0.21763904
2009,0.24396144
2010,0.5082318
2011,0.52441335
2012,0.47943023
2013,0.5953679
2014,0.4424182
2015,0.40307778
2016,0.46758294
2017,0.39684483
2018,0.6289675
2019,0.4071938
2020,0.5386641
2021,0.52073455
2022,0.52430975
2023,0.43552238
2024,0.798181
2025,0.60827595
2026,0.4220742
2027,0.64420307
2028,0.5966107
2029,0.62137073
2030,0.5040834
2031,0.4668912
2032,0.64420307
2033,0.2680494
2034,0.38233656
2035,0.49385306
2036,0.49943072
2037,0.40506887
2038,0.5062766
2039,0.4236401
2040,0.18530032
2041,0.7334801
2042,0.5992281
2043,0.43151927
2044,0.5330853
2045,0.34277922
2046,0.19129995
2047,0.5294853
2048,0.63007516
2049,0.45596942
2050,0.655702
2051,0.6649087
2052,0.41765606
2053,0.60316044
2054,0.37983048
2055,0.4160242
2056,0.2523598
2057,0.4165192
2058,0.3647385
2059,0.63353413
2060,0.40614522
2061,0.41474715
2062,0.6561517
2063,0.39775845
2064,0.5687331
2065,0.5671604
2066,0.5676734
2067,0.44192287
2068,0.52404696
2069,0.36047328
2070,0.52435297
2071,0.44438455
2072,0.46121395
2073,0.3438407
2074,0.53222317
2075,0.57656944
2076,0.40257472
2077,0.36571136
2078,0.47354206
2079,0.62663794
2080,0.41008714
2081,0.45320293
2082,0.58671063
2083,0.71747196
2084,0.49002028
2085,0.4650227
2086,0.3593581
2087,0.4309744
2088,0.36571983
2089,0.32230794
2090,0.47276878
2091,0.47973406
2092,0.43763286
2093,0.6133319
2094,0.59603524
2095,0.52513254
2096,0.43152604
2097,0.75075465
2098,0.5320654
2099,0.26055506
2100,0.66855663
2101,0.5360057
2102,0.69546694
2103,0.56887406
2104,0.49026427
2105,0.24422093
2106,0.5503162
2107,0.52971697
2108,0.37388873
2109,0.62960094
2110,0.38425726
2111,0.49943072
2112,0.537279
2113,0.34785336
2114,0.41996703
2115,0.29414767
2116,0.5100805
2117,0.50266296
2118,0.31267208
2119,0.5665161
2120,0.4487596
2121,0.55777454
2122,0.6677104
2123,0.32324085
2124,0.48405606
2125,0.37064174
2126,0.4910888
2127,0.5863467
2128,0.50147486
2129,0.30973896
2130,0.39016286
2131,0.32248077
2132,0.38096
2133,0.66707826
2134,0.46427584
2135,0.3836717
2136,0.56638956
2137,0.6289474
2138,0.67448676
2139,0.3684789
2140,0.5183514
2141,0.62516737
2142,0.72898525
2143,0.61717516
2144,0.40760568
2145,0.36291376
2146,0.68862355
2147,0.48810673
2148,0.5823868
2149,0.6074664
2150,0.2606735
2151,0.61905456
2152,0.5256558
2153,0.6796745
2154,0.51516485
2155,0.56420344
2156,0.4118549
2157,0.6677468
2158,0.5108175
2159,0.38844752
2160,0.3100594
2161,0.43762538
2162,0.5481824
2163,0.5270801
2164,0.4276255
2165,0.5071367
2166,0.7144986
2167,0.46493137
2168,0.5198709
2169,0.47247827
2170,0.18407147
2171,0.48272735
2172,0.42252156
2173,0.52124923
2174,0.36123663
2175,0.5455065
2176,0.36689955
2177,0.48881108
2178,0.664897
2179,0.34118885
2180,0.54599607
2181,0.5192919
2182,0.33642846
2183,0.33867565
2184,0.50709623
2185,0.4797409
2186,0.48901248
2187,0.45770946
2188,0.38788137
2189,0.46751904
2190,0.6381029
2191,0.5760905
2192,0.58636194
2193,0.5050752
2194,0.49590236
2195,0.5019016
2196,0.57090276
2197,0.29407397
2198,0.58938587
2199,0.5763348
2200,0.63058233
2201,0.40570518
2202,0.45633006
2203,0.55349797
2204,0.43019375
2205,0.44976345
2206,0.49499518
2207,0.4229614
2208,0.46192622
2209,0.46480057
2210,0.36933446
2211,0.62262297
2212,0.6680221
2213,0.31805137
2214,0.52595866
2215,0.64191025
2216,0.4202608
2217,0.3742975
2218,0.32199153
2219,0.4663531
2220,0.4716436
2221,0.56252086
2222,0.48288673
2223,0.63791376
2224,0.52513254
2225,0.57885665
2226,0.3718102
2227,0.6677468
2228,0.58267194
2229,0.42063665
2230,0.47591776
2231,0.5465219
2232,0.4860474
2233,0.5069826
2234,0.40947324
2235,0.32686228
2236,0.37925377
2237,0.31920654
2238,0.4989268
2239,0.4819355
2240,0.3213275
2241,0.33904758
2242,0.34781128
2243,0.34357673
2244,0.656956
2245,0.4603105
2246,0.40145692
2247,0.49840087
2248,0.21245773
2249,0.61717516
2250,0.56432545
2251,0.4075146
2252,0.5982025
2253,0.47522482
2254,0.50581676
2255,0.59665066
2256,0.60838103
2257,0.5940323
2258,0.6218664
2259,0.5050665
2260,0.5272093
2261,0.30336294
2262,0.50185156
2263,0.59945095
2264,0.34118885
2265,0.5224607
2266,0.590944
2267,0.63928306
2268,0.6908615
2269,0.5360207
2270,0.31811914
2271,0.47533363
2272,0.5558869
2273,0.6160221
2274,0.5583164
2275,0.56129545
2276,0.45297852
2277,0.54480475
2278,0.4232344
2279,0.5491141
2280,0.4712018
2281,0.33912653
2282,0.4197852
2283,0.3945615
2284,0.5224607
2285,0.70233095
2286,0.45987695
2287,0.3242482
2288,0.53987294
2289,0.4988436
2290,0.23802245
2291,0.5792513
2292,0.5818756
2293,0.47412106
2294,0.52767617
2295,0.46129006
2296,0.56813544
2297,0.33075997
2298,0.54582363
2299,0.6371034
2300,0.56825125
2301,0.48537302
2302,0.5008999
2303,0.3780568
2304,0.35842976
2305,0.5453077
2306,0.47443452
2307,0.5671138
2308,0.4700214
2309,0.3758689
2310,0.185866
2311,0.7349024
2312,0.23980902
2313,0.38054198
2314,0.55762863
2315,0.47973666
2316,0.28659022
2317,0.43351692
2318,0.607356
2319,0.5545918
2320,0.34842664
2321,0.47591776
2322,0.44927236
2323,0.5953679
2324,0.45712575
2325,0.5478048
2326,0.42088464
2327,0.5021999
2328,0.4257886
2329,0.68862355
2330,0.49568248
2331,0.5460704
2332,0.5519518
2333,0.4036218
2334,0.44691387
2335,0.4071938
2336,0.74048513
2337,0.5123984
2338,0.5713556
2339,0.43036392
2340,0.84317786
2341,0.58214974
2342,0.45789984
2343,0.5568158
2344,0.6883531
2345,0.5244769
2346,0.5564457
2347,0.30217165
2348,0.6628112
2349,0.26591036
2350,0.4424182
2351,0.4358836
2352,0.5870333
2353,0.612414
2354,0.32983378
2355,0.41494572
2356,0.4276255
2357,0.5697167
2358,0.257838
2359,0.5313939
2360,0.4821116
2361,0.604367
2362,0.48465303
2363,0.70066184
2364,0.7968431
2365,0.62015045
2366,0.4037771
2367,0.54665685
2368,0.6388688
2369,0.3893807
2370,0.5769719
2371,0.4602734
2372,0.43596488
2373,0.4661125
2374,0.43550768
2375,0.50230616
2376,0.5802878
2377,0.53222317
2378,0.49215722
2379,0.58214974
2380,0.5982132
2381,0.622699
2382,0.5901192
2383,0.59015316
2384,0.49999392
2385,0.27129373
2386,0.3746607
2387,0.37244782
2388,0.6137573
2389,0.5812726
2390,0.60123175
2391,0.59270084
2392,0.4759616
2393,0.5069489
2394,0.49650377
2395,0.5069489
2396,0.531857
2397,0.41287884
2398,0.53251696
2399,0.5384519
2400,0.46993113
2401,0.4878925
2402,0.5414839
2403,0.57558846
2404,0.5933022
2405,0.32906905
2406,0.4581926
2407,0.6514776
2408,0.5259148
2409,0.51479673
2410,0.3930696
2411,0.53698415
2412,0.6348146
2413,0.48969057
2414,0.6672372
2415,0.51944953
2416,0.5315458
2417,0.63034636
2418,0.5159332
2419,0.35064754
2420,0.4368815
2421,0.41867077
2422,0.4520715
2423,0.5732647
2424,0.41537708
2425,0.6698077
2426,0.34747136
2427,0.49353996
2428,0.5574294
2429,0.5773304
2430,0.35078466
2431,0.38156256
2432,0.6104136
2433,0.2691405
2434,0.82338923
2435,0.55066544
2436,0.32547012
2437,0.38281232
2438,0.36098206
2439,0.3438407
2440,0.3963467
2441,0.5388048
2442,0.56887406
2443,0.4823667
2444,0.38786122
2445,0.6736729
2446,0.4703534
2447,0.6181752
2448,0.43692124
2449,0.5132892
2450,0.36629367
2451,0.5717483
2452,0.5857807
2453,0.3726885
2454,0.47359636
2455,0.33361202
2456,0.40822315
2457,0.5565539
2458,0.5358979
2459,0.4748935
2460,0.57743496
2461,0.47784925
2462,0.5044161
2463,0.540974
2464,0.57330245
2465,0.5436192
2466,0.64209855
2467,0.48288208
2468,0.24856278
2469,0.5175302
2470,0.45770946
2471,0.6828165
2472,0.35563093
2473,0.50982744
2474,0.19047269
2475,0.57118475
2476,0.47655436
2477,0.54859215
2478,0.62536925
2479,0.4793539
2480,0.5194412
2481,0.5073326
2482,0.58793664
2483,0.33160987
2484,0.5009327
2485,0.38168466
2486,0.5280406
2487,0.7991835
2488,0.4799015
2489,0.51739365
2490,0.4977326
2491,0.4480405
2492,0.43937343
2493,0.46671778
2494,0.71165746
2495,0.43498182
2496,0.68099433
2497,0.5431054
2498,0.5132592
2499,0.42019325
2500,0.5400213
2501,0.47724044
2502,0.51024395
2503,0.43409792
2504,0.682557
2505,0.5100191
2506,0.3242482
2507,0.30816686
2508,0.4661612
2509,0.5451036
2510,0.5158417
2511,0.47606683
2512,0.54979664
2513,0.5197514
2514,0.45618084
2515,0.49736136
2516,0.2988958
2517,0.37888303
2518,0.76697665
2519,0.65408903
2520,0.3472008
2521,0.47584778
2522,0.44512638
2523,0.58793664
2524,0.46813068
2525,0.55998963
2526,0.720015
2527,0.4210146
2528,0.23614661
2529,0.4668912
2530,0.40465897
2531,0.5986401
2532,0.5162896
2533,0.37215352
2534,0.66707826
2535,0.4778837
2536,0.48343492
2537,0.57898927
2538,0.47943023
2539,0.3045102
2540,0.4474774
2541,0.7096143
2542,0.5640907
2543,0.28321666
2544,0.4908032
2545,0.58751744
2546,0.5104488
2547,0.66001356
2548,0.6109717
2549,0.6263982
2550,0.44046304
2551,0.25464064
2552,0.40109015
2553,0.45282438
2554,0.46081823
2555,0.69546694
2556,0.45219082
2557,0.44834584
2558,0.6848742
2559,0.54018265
2560,0.573852
2561,0.4247837
2562,0.3248757
2563,0.41370383
2564,0.46539444
2565,0.5690075
2566,0.46076995
2567,0.6606911
2568,0.6105335
2569,0.490974
2570,0.52826846
2571,0.40337262
2572,0.6770277
2573,0.52021444
2574,0.45816925
2575,0.5420597
2576,0.45618084
2577,0.3815626
2578,0.45680714
2579,0.4111618
2580,0.4080307
2581,0.65898794
2582,0.4530918
2583,0.3234421
2584,0.6382868
2585,0.5763348
2586,0.49676046
2587,0.44139686
2588,0.43638277
2589,0.6289675
2590,0.531857
2591,0.5427738
2592,0.49715137
2593,0.3100594
2594,0.6600093
2595,0.47973666
2596,0.488295
2597,0.48969057
2598,0.531857
2599,0.48942742
2600,0.36905354
2601,0.6231455
2602,0.47212264
2603,0.597393
2604,0.62180185
2605,0.6556645
2606,0.35254264
2607,0.48618641
2608,0.52355033
2609,0.56186676
2610,0.4353371
2611,0.47455525
2612,0.42178828
2613,0.46467847
2614,0.573132
2615,0.45802242
2616,0.5475143
2617,0.5320703
2618,0.48916486
2619,0.4472507
2620,0.6514327
2621,0.38337827
2622,0.5609633
2623,0.6956572
2624,0.5475143
2625,0.5673035
2626,0.47566408
2627,0.69534755
2628,0.5746076
2629,0.3961066
2630,0.6731319
2631,0.4828675
2632,0.55553836
2633,0.6601426
2634,0.62561774
2635,0.5376309
2636,0.40434256
2637,0.4869378
2638,0.38264254
2639,0.5671677
2640,0.48084262
2641,0.6366899
2642,0.5366126
2643,0.4319585
2644,0.51412785
2645,0.4662579
2646,0.49317807
2647,0.39962137
2648,0.5102576
2649,0.3573525
2650,0.3882075
2651,0.5146411
2652,0.48704353
2653,0.2988403
2654,0.52494377
2655,0.6095209
2656,0.47724044
2657,0.44535354
2658,0.21597925
2659,0.51764697
2660,0.5594682
2661,0.46799937
2662,0.5521246
2663,0.36075756
2664,0.56646496
2665,0.41866818
2666,0.52787006
2667,0.63533205
2668,0.42019388
2669,0.59366006
2670,0.48967987
2671,0.5320654
2672,0.343128
2673,0.49817765
2674,0.44032893
2675,0.5259702
2676,0.5507249
2677,0.535257
2678,0.6449495
2679,0.5599752
2680,0.45773664
2681,0.49475765
2682,0.5383186
2683,0.3882075
2684,0.24881661
2685,0.56518424
2686,0.6348146
2687,0.7367438
2688,0.62699246
2689,0.3478118
2690,0.48161128
2691,0.42690903
2692,0.6245568
2693,0.6227698
2694,0.71747196
2695,0.4670766
2696,0.43969253
2697,0.5640907
2698,0.40766943
2699,0.6848742
2700,0.5594856
2701,0.5894651
2702,0.47925475
2703,0.43680558
2704,0.49269354
2705,0.35202968
2706,0.488295
2707,0.49277678
2708,0.46758294
2709,0.5508448
2710,0.45320293
2711,0.5277383
2712,0.4212024
2713,0.5117177
2714,0.5427542
2715,0.51685315
2716,0.5844808
2717,0.32216212
2718,0.49736136
2719,0.6190043
2720,0.46749797
2721,0.43530998
2722,0.49335966
2723,0.6412266
2724,0.5433145
2725,0.55939955
2726,0.42230788
2727,0.38844752
2728,0.53336304
2729,0.15997033
2730,0.5926571
2731,0.47529286
2732,0.5188073
2733,0.5262483
2734,0.5680647
2735,0.47533664
2736,0.19579881
2737,0.47053972
2738,0.5855395
2739,0.343128
2740,0.46704176
2741,0.2929247
2742,0.18530032
2743,0.46993113
2744,0.4212024
2745,0.5181174
2746,0.72794324
2747,0.6658971
2748,0.64269435
2749,0.47522482
2750,0.49126682
2751,0.45339975
2752,0.17843764
2753,0.40662137
2754,0.67318916
2755,0.28240895
2756,0.5881363
2757,0.73091435
2758,0.6372317
2759,0.58924675
2760,0.60827595
2761,0.32649457
2762,0.39317462
2763,0.6173946
2764,0.39737612
2765,0.32635963
2766,0.5355575
2767,0.5732753
2768,0.39573127
2769,0.57964057
2770,0.48917845
2771,0.46493137
2772,0.45002866
2773,0.46439075
2774,0.45082766
2775,0.57510847
2776,0.33904758
2777,0.7242127
2778,0.38618773
2779,0.47661245
2780,0.5498448
2781,0.43474653
2782,0.7144986
2783,0.42741945
2784,0.5038051
2785,0.47699925
2786,0.541224
2787,0.5219829
2788,0.54396653
2789,0.7568728
2790,0.63791376
2791,0.36365494
2792,0.5376309
2793,0.43872365
2794,0.6162876
2795,0.42969105
2796,0.67588025
2797,0.5274708
2798,0.39144754
2799,0.5873197
2800,0.53663224
2801,0.49310085
2802,0.20024924
2803,0.6141963
2804,0.7200993
2805,0.4941841
2806,0.21245773
2807,0.7000967
2808,0.65825176
2809,0.9239931
2810,0.33523762
2811,0.6698077
2812,0.5280463
2813,0.52581924
2814,0.586403
2815,0.49889296
2816,0.5087899
2817,0.28606543
2818,0.4424182
2819,0.6972192
2820,0.4790827
2821,0.5763766
2822,0.6615264
2823,0.655651
2824,0.7522381
2825,0.57701826
2826,0.56732285
2827,0.5033836
2828,0.593644
2829,0.6072404
2830,0.5642738
2831,0.15648109
2832,0.42260957
2833,0.56098825
2834,0.3380447
2835,0.5478532
2836,0.36458525
2837,0.43348756
2838,0.5414656
2839,0.45469415
2840,0.4950632
2841,0.392902
2842,0.5494391
2843,0.5399768
2844,0.5717149
2845,0.27337706
2846,0.54236156
2847,0.38229713
2848,0.5206679
2849,0.33439225
2850,0.6190495
2851,0.66440684
2852,0.556747
2853,0.45339975
2854,0.5289097
2855,0.35360298
2856,0.5076642
2857,0.34809583
2858,0.39975554
2859,0.580739
2860,0.5490535
2861,0.51234376
2862,0.5594682
2863,0.52760506
2864,0.37819558
2865,0.633466
2866,0.50126386
2867,0.44993412
2868,0.6540042
2869,0.47129935
2870,0.44139686
2871,0.4400575
2872,0.46854404
2873,0.41083023
2874,0.40331513
2875,0.5771942
2876,0.5103277
2877,0.62561774
2878,0.59769404
2879,0.4441694
2880,0.5297701
2881,0.27790725
2882,0.51167506
2883,0.42433152
2884,0.5456965
2885,0.6296977
2886,0.46361977
2887,0.5491141
2888,0.6144474
2889,0.40026605
2890,0.39805615
2891,0.36890194
2892,0.26735404
2893,0.42297179
2894,0.44486135
2895,0.497704
2896,0.5303146
2897,0.60108906
2898,0.32887775
2899,0.50896066
2900,0.4377667
2901,0.6671265
2902,0.5320703
2903,0.56478554
2904,0.3893807
2905,0.41144916
2906,0.63748413
2907,0.5717149
2908,0.53571904
2909,0.5351074
2910,0.5294853
2911,0.5379348
2912,0.63870573
2913,0.6686119
2914,0.38054198
2915,0.5457695
2916,0.52685416
2917,0.55081755
2918,0.58267194
2919,0.5781112
2920,0.5271588
2921,0.6133319
2922,0.62262297
2923,0.56404775
2924,0.39124268
2925,0.30635437
2926,0.4999438
2927,0.48704353
2928,0.5792513
2929,0.29407397
2930,0.4628548
2931,0.5698164
2932,0.5829165
2933,0.58636194
2934,0.5262423
2935,0.516925
2936,0.44603154
2937,0.48157185
2938,0.5785987
2939,0.5033836
2940,0.4114416
2941,0.8084388
2942,0.41556835
2943,0.46969268
2944,0.26498806
2945,0.42671007
2946,0.32906905
2947,0.430159
2948,0.5704383
2949,0.42018276
2950,0.47187996
2951,0.4233158
2952,0.52675647
2953,0.49081123
2954,0.48219314
2955,0.45661533
2956,0.6185438
2957,0.64898175
2958,0.3466595
2959,0.38646972
2960,0.43076286
2961,0.36464694
2962,0.75472516
2963,0.35836545
2964,0.3946264
2965,0.50720984
2966,0.63353413
2967,0.59784865
2968,0.613829
2969,0.7189582
2970,0.6720807
2971,0.53340095
2972,0.4124971
2973,0.7019117
2974,0.22395802
2975,0.39285812
2976,0.37634528
2977,0.46799573
2978,0.43532065
2979,0.4961769
2980,0.4515985
2981,0.49751776
2982,0.5044161
2983,0.5133685
2984,0.36346588
2985,0.5978903
2986,0.5461292
2987,0.67546076
2988,0.48209536
2989,0.40981522
2990,0.61155826
2991,0.4974798
2992,0.52121085
2993,0.51802814
2994,0.5203497
2995,0.51739365
2996,0.34688285
2997,0.35521066
2998,0.487775
2999,0.51467234
3000,0.45170286
3001,0.49744093
3002,0.5345136
3003,0.5801726
3004,0.60355514
3005,0.6105335
3006,0.5694077
3007,0.49565336
3008,0.49029613
3009,0.3971578
3010,0.57779497
3011,0.49509567
3012,0.43323615
3013,0.4993068
3014,0.5253098
3015,0.58429533
3016,0.60977733
3017,0.28682652
3018,0.67486286
3019,0.33250567
3020,0.4973992
3021,0.3616653
3022,0.52494377
3023,0.5145427
3024,0.5435934
3025,0.36389822
3026,0.6568125
3027,0.13911338
3028,0.5408161
3029,0.48979774
3030,0.29455307
3031,0.4182799
3032,0.7349024
3033,0.41230556
3034,0.38717794
3035,0.38021964
3036,0.617435
3037,0.42850915
3038,0.70066184
3039,0.31811914
3040,0.46703178
3041,0.5958628
3042,0.47911775
3043,0.5177792
3044,0.3344264
3045,0.5452921
3046,0.49317807
3047,0.5041254
3048,0.52595866
3049,0.49303907
3050,0.5769719
3051,0.33951738
3052,0.6162876
3053,0.5521874
3054,0.7726132
3055,0.5331208
3056,0.46751904
3057,0.25407094
3058,0.69546694
3059,0.7515556
3060,0.5125064
3061,0.4529203
3062,0.6185438
3063,0.6799814
3064,0.51185876
3065,0.4940007
3066,0.46862763
3067,0.5246379
3068,0.61717516
3069,0.64420307
3070,0.3106138
3071,0.75780016
3072,0.6440439
3073,0.55935264
3074,0.6187942
3075,0.36965248
3076,0.56421113
3077,0.5076498
3078,0.37981415
3079,0.3127855
3080,0.37713236
3081,0.62968075
3082,0.51030153
3083,0.29013884
3084,0.5076983
3085,0.56404775
3086,0.51543844
3087,0.43527552
3088,0.5673628
3089,0.40822315
3090,0.59270084
3091,0.6202347
3092,0.41065472
3093,0.57090276
3094,0.46941876
3095,0.42690903
3096,0.84875774
3097,0.5153728
3098,0.32199153
3099,0.5202463
3100,0.6372273
3101,0.6676795
3102,0.60747385
3103,0.3780568
3104,0.44850418
3105,0.5012669
3106,0.6185922
3107,0.5969215
3108,0.37888303
3109,0.5110886
3110,0.47606683
3111,0.3896395
3112,0.6456729
3113,0.573132
3114,0.6208531
3115,0.59209293
3116,0.43883544
3117,0.4973992
3118,0.35461244
3119,0.56813544
3120,0.56841177
3121,0.4818017
3122,0.57356954
3123,0.35074952
3124,0.5136902
3125,0.37362728
3126,0.5320654
3127,0.57146996
3128,0.23298831
3129,0.5380824
3130,0.3878727
3131,0.3840164
3132,0.46552667
3133,0.47975767
3134,0.797711
3135,0.36625084
3136,0.5217338
3137,0.63412994
3138,0.40930966
3139,0.5521874
3140,0.4980294
3141,0.65661794
3142,0.4989977
3143,0.5287127
3144,0.21531162
3145,0.6306946
3146,0.5551598
3147,0.37854028
3148,0.51629424
3149,0.23375042
3150,0.5192534
3151,0.3438407
3152,0.7036591
3153,0.7041626
3154,0.35424146
3155,0.5694077
3156,0.6050894
3157,0.48016796
3158,0.29854596
3159,0.7519899
3160,0.55996364
3161,0.5376309
3162,0.5394884
3163,0.8627362
3164,0.69378513
3165,0.5477744
3166,0.34174004
3167,0.5921796
3168,0.42124647
3169,0.466362
3170,0.68348753
3171,0.64670783
3172,0.43636948
3173,0.39630064
3174,0.47620687
3175,0.5008682
3176,0.33265206
3177,0.49999392
3178,0.6372317
3179,0.4366226
3180,0.45099112
3181,0.34286648
3182,0.4154978
3183,0.55609167
3184,0.73219585
3185,0.39630064
3186,0.4774519
3187,0.5986401
3188,0.57806504
3189,0.80200183
3190,0.3497983
3191,0.48383838
3192,0.34747136
3193,0.49715137
3194,0.37575766
3195,0.3987678
3196,0.68914175
3197,0.5559063
3198,0.24979503
3199,0.57031924
3200,0.40246293
3201,0.37609667
3202,0.52073455
3203,0.46353164
3204,0.2606735
3205,0.64881235
3206,0.65706086
3207,0.4299303
3208,0.45385468
3209,0.53423655
3210,0.5568407
3211,0.4340502
3212,0.33800212
3213,0.5255415
3214,0.2744563
3215,0.45146146
3216,0.5841348
3217,0.5323026
3218,0.44712707
3219,0.6580077
3220,0.5505806
3221,0.36625084
3222,0.63809115
3223,0.5920081
3224,0.5957295
3225,0.37453824
3226,0.6315208
3227,0.48968777
3228,0.5892215
3229,0.8084388
3230,0.46007076
3231,0.3693208
3232,0.55345
3233,0.40714553
3234,0.22758089
